geoid,name,population,value,percentile,numerator,denominator,se
95231,95231,5165,-0.927968434,0.038080731,,,
95337,95337,39177,-0.054384311,0.466108149,,,
95366,95366,17909,0.279036206,0.671744097,,,
93445,93445,7106,-0.13792869,0.405178979,,,
93453,93453,2578,0.17422782,0.611576542,,,
93465,93465,9202,0.356829847,0.723533892,,,
94063,94063,34867,-0.029598226,0.487433359,,,
94402,94402,25703,1.00492141,0.975628332,,,
94005,94005,4697,0.760848663,0.930693069,,,
95110,95110,19928,-0.068436001,0.453160701,,,
95070,95070,31196,0.977668967,0.969535415,,,
95131,95131,31236,0.478461322,0.806549886,,,
95054,95054,24524,0.72383928,0.922315308,,,
94089,94089,22882,0.524847286,0.831683168,,,
95005,95005,7661,0.494145973,0.815689261,,,
95006,95006,9632,0.426085659,0.765422696,,,
95066,95066,15341,0.708208865,0.916222391,,,
96088,96088,4690,-0.257757586,0.319116527,,,
96022,96022,16253,-0.262132929,0.316070069,,,
96027,96027,2327,-0.168367611,0.38385377,,,
94591,94591,55157,0.098001789,0.56664128,,,
95694,95694,10495,0.188094218,0.620715918,,,
95382,95382,38700,0.034165024,0.522467631,,,
95316,95316,7022,0.045567178,0.529322163,,,
95386,95386,10557,-0.310796375,0.284082254,,,
96041,96041,2934,-0.982901215,0.032749429,,,
93291,93291,59270,-0.429650125,0.217821782,,,
93271,93271,2479,-0.214629994,0.353389185,,,
93003,93003,51629,0.207422611,0.634424981,,,
93041,93041,24208,-0.354862142,0.262757045,,,
94609,94609,23726,0.62373414,0.87814166,,,
94606,94606,38220,0.000620761,0.502665651,,,
94702,94702,16860,0.677214698,0.89946687,,,
94539,94539,54982,0.790439918,0.936785986,,,
94588,94588,37253,0.876236692,0.957349581,,,
94568,94568,55608,0.651895994,0.88956588,,,
94610,94610,31936,0.991490849,0.974105103,,,
94707,94707,11767,1.334633489,0.999238385,,,
95685,95685,4665,-0.154673277,0.390708302,,,
95666,95666,5164,-0.344664605,0.266565118,,,
95966,95966,29860,-0.507585008,0.178217822,,,
95965,95965,20498,-0.697428595,0.096725057,,,
95973,95973,36682,0.151666321,0.600152323,,,
95987,95987,5950,-0.216364212,0.349581112,,,
94582,94582,42576,0.890135811,0.961919269,,,
94521,94521,43281,0.560348472,0.849961919,,,
95726,95726,8449,-0.016751511,0.492003046,,,
95709,95709,5498,0.122192989,0.580350343,,,
95623,95623,3665,0.28073643,0.674028941,,,
93631,93631,16282,-0.193290004,0.370906321,,,
93651,93651,1798,0.031932608,0.520944402,,,
93602,93602,3530,-0.112840578,0.42345773,,,
93711,93711,38007,0.219277732,0.639756283,,,
93722,93722,84621,-0.3733937,0.249809596,,,
93626,93626,2427,0.055294177,0.537699924,,,
92004,92004,2299,-0.686683805,0.099009901,,,
92273,92273,2010,-0.723796904,0.087585682,,,
93514,93514,14175,0.21354495,0.636709825,,,
93309,93309,58538,-0.43560361,0.21249048,,,
93313,93313,55221,-0.303035677,0.288651942,,,
93206,93206,1704,-0.736514417,0.083015994,,,
95423,95423,3751,-0.495449113,0.182025895,,,
95457,95457,3227,-0.540544652,0.159177456,,,
91775,91775,25004,0.18460625,0.618431074,,,
91364,91364,27971,0.349746198,0.720487433,,,
90746,90746,27075,0.136712641,0.592536177,,,
90061,90061,27873,-0.913186927,0.041888804,,,
91745,91745,55202,0.060648917,0.542269612,,,
90044,90044,99443,-0.910949374,0.043412034,,,
90808,90808,39330,0.525697184,0.832444783,,,
90031,90031,39916,-0.473265243,0.194211729,,,
90211,90211,8019,0.5519257,0.844630617,,,
90048,90048,21489,0.5812405,0.859862909,,,
90057,90057,50152,-0.810017259,0.063975628,,,
90036,90036,37965,0.436750641,0.773038842,,,
90710,90710,28045,-0.157951376,0.388423458,,,
90717,90717,21508,0.215463443,0.638233054,,,
90670,90670,16700,-0.230834726,0.340441736,,,
91101,91101,21395,0.128004606,0.584158416,,,
91011,91011,20301,0.759497066,0.929931455,,,
91403,91403,25156,0.510435116,0.824828637,,,
91207,91207,11031,0.202117495,0.631378522,,,
91331,91331,105458,-0.552596387,0.154607768,,,
91325,91325,34575,-0.066924521,0.45468393,,,
90077,90077,8382,0.739664971,0.927646611,,,
90731,90731,60659,-0.362520377,0.258187357,,,
90066,90066,59167,0.268019403,0.66717441,,,
90007,90007,42433,-1.063991385,0.016755522,,,
90807,90807,32202,0.206788033,0.632901752,,,
90011,90011,111165,-1.0223089,0.022848439,,,
90063,90063,53980,-0.579668725,0.140137091,,,
91342,91342,94595,-0.250498638,0.329017517,,,
91042,91042,26966,-0.256215668,0.321401371,,,
93543,93543,14392,-0.755097367,0.079969535,,,
93553,93553,1709,-0.702783017,0.094440213,,,
90040,90040,12328,-0.570621114,0.146230008,,,
91007,91007,34116,0.195904338,0.628332064,,,
90604,90604,42911,-0.177901659,0.380045697,,,
90660,90660,63001,-0.381872788,0.242955065,,,
90631,90631,69064,0.061402656,0.543031226,,,
93601,93601,1674,-0.139776958,0.402132521,,,
94947,94947,25867,0.569697955,0.853769992,,,
94952,94952,35503,0.466011122,0.79741051,,,
95334,95334,17057,-0.293474894,0.292460015,,,
95388,95388,14116,-0.63666833,0.118811881,,,
95360,95360,13278,-0.4097211,0.226961158,,,
95380,95380,42866,-0.438625877,0.210967251,,,
95324,95324,8380,-0.184482559,0.375476009,,,
93546,93546,9591,0.251272118,0.658035034,,,
93960,93960,26966,-0.496585412,0.18126428,,,
93926,93926,9171,-0.4404508,0.209444021,,,
95012,95012,10780,-0.360502616,0.258948972,,,
94558,94558,68315,0.342730951,0.713632902,,,
94515,94515,7491,0.415110828,0.758568165,,,
92868,92868,27072,-0.089294311,0.442498096,,,
92808,92808,20483,0.650725234,0.888804265,,,
92604,92604,28990,0.391063368,0.744097487,,,
92618,92618,48997,0.445452522,0.781416603,,,
92630,92630,59403,0.434939225,0.771515613,,,
92653,92653,30012,0.464620607,0.795887281,,,
92780,92780,59499,0.086241881,0.562833206,,,
92657,92657,9802,1.021705769,0.978674791,,,
96145,96145,2147,0.574404116,0.855293222,,,
92262,92262,28618,-0.277755288,0.306169078,,,
92270,92270,18193,-0.034214142,0.482863671,,,
92253,92253,40929,0.004332908,0.504950495,,,
92236,92236,45477,-0.650779963,0.113480579,,,
92555,92555,44452,-0.056019756,0.46458492,,,
92536,92536,3076,-0.607642456,0.128712871,,,
92570,92570,60686,-0.669829013,0.106626047,,,
92220,92220,33525,-0.637801476,0.117288652,,,
92277,92277,23172,-0.816393386,0.061690784,,,
95758,95758,65811,0.236026962,0.651180503,,,
95690,95690,2215,-0.191862603,0.372429551,,,
95829,95829,28264,0.146075195,0.597105864,,,
95821,95821,35812,-0.263408616,0.315308454,,,
95683,95683,6326,0.499856435,0.820258949,,,
95023,95023,53423,0.030800837,0.519421173,,,
92395,92395,43908,-0.710083482,0.092916984,,,
92308,92308,42207,-0.380797609,0.244478294,,,
92371,92371,18269,-0.672177761,0.105102818,,,
92382,92382,4462,-0.217465512,0.346534653,,,
92284,92284,26182,-0.514308989,0.175171363,,,
92285,92285,2430,-0.864555285,0.051789794,,,
92404,92404,62915,-0.786308477,0.071591775,,,
92352,92352,5578,-0.435525861,0.213252094,,,
92064,92064,49805,0.444799247,0.780654989,,,
92025,92025,52985,-0.257382126,0.319878142,,,
92124,92124,32600,0.178722675,0.613099772,,,
91941,91941,31918,0.180594289,0.615384615,,,
91902,91902,18896,0.312277907,0.699162224,,,
92061,92061,2660,-0.301086984,0.290175171,,,
92036,92036,2593,-0.647975472,0.115003808,,,
92008,92008,27151,0.495509097,0.81721249,,,
92081,92081,29596,0.178748739,0.613861386,,,
94132,94132,31436,0.427686027,0.766945925,,,
94158,94158,8455,1.042638555,0.98019802,,,
94103,94103,30703,0.416447631,0.759329779,,,
94122,94122,62128,0.838722487,0.94897182,,,
95212,95212,29426,-0.036780546,0.479055598,,,
95330,95330,22760,-0.20232585,0.36405179,,,
93402,93402,16562,0.332629331,0.709063214,,,
93454,93454,40432,-0.274987447,0.306930693,,,
94403,94403,44408,0.850815903,0.954303123,,,
93440,93440,1659,0.316942325,0.702970297,,,
93110,93110,16849,0.29176467,0.683168317,,,
93434,93434,7451,-0.475845773,0.1926885,,,
93101,93101,31371,0.164512826,0.60624524,,,
95032,95032,26047,0.87822548,0.958111196,,,
95112,95112,62228,0.079565623,0.557501904,,,
95035,95035,79655,0.460560662,0.791317593,,,
95126,95126,36206,0.477318403,0.803503427,,,
95113,95113,2107,0.437884338,0.774562072,,,
94022,94022,19406,1.171975279,0.991622239,,,
95003,95003,25185,0.551698327,0.843869002,,,
95010,95010,8856,0.456735885,0.789794364,,,
96094,96094,6611,-0.170051209,0.383092155,,,
94510,94510,28350,0.623873209,0.87966489,,,
95446,95446,5168,0.010565597,0.508758568,,,
95442,95442,3213,0.558261873,0.847677075,,,
94931,94931,8926,0.287371117,0.680883473,,,
95436,95436,6240,0.141166579,0.594821021,,,
95357,95357,11765,-0.304639036,0.287890327,,,
95356,95356,32622,-0.010464438,0.49428789,,,
95953,95953,10925,-0.37858728,0.247524752,,,
95982,95982,3259,0.083658433,0.561309977,,,
93257,93257,76519,-0.784317331,0.073876618,,,
93247,93247,18234,-0.829415245,0.057121097,,,
93021,93021,38581,0.432208727,0.769992384,,,
91320,91320,44968,0.622365802,0.877380046,,,
91360,91360,43121,0.416957793,0.760853008,,,
93035,93035,29354,0.098211562,0.568164509,,,
95937,95937,1540,-0.326541222,0.274181264,,,
